rule_id,test_id,priority,module,entrypoint_job,service,postgres_target,test_level,test_file,test_title,source_scenario,expected,spec_status,implementation_status
LOT-EVT-016,TST-EVT-016,P0,purchases,ConfirmOfficialPurchase con fallo tras débito,PurchaseConfirmationService,"evento, reserva, combinación, wallet, order, ticket y ledger en una transacción",PG-INTEGRATION,apps/api/test/postgres/rules/evt/lot-evt-016.pg-spec.ts,[LOT-EVT-016] Provocar fallo al crear el boleto después del débito.,Provocar fallo al crear el boleto después del débito.,"Todo revierte: no hay débito, boleto ni combinación vendida parcial.",DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-EVT-017,TST-EVT-017,P0,tickets,Command: RequestTicketRefund por causas distintas,TicketCorrectionService,"tickets, ticket_status_history, refund ledger e idempotencia",API-E2E + PG,apps/api/test/postgres/rules/evt/lot-evt-017.pg-spec.ts,[LOT-EVT-017] Solicitar devolución por arrepentimiento y luego simular cancelación.,Solicitar devolución por arrepentimiento y luego simular cancelación.,La primera se rechaza; la cancelación genera reembolso trazable.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-EVT-018,TST-EVT-018,P0,draw-events / refunds,Command/Job: CancelDrawEvent con compradores,DrawEventCancellationService,"draw_events CANCELADO, refunds por ticket, ledger y estados de boleto",WORKER-PG + API-E2E,apps/worker/test/rules/evt/lot-evt-018.e2e-spec.ts,[LOT-EVT-018] Cancelar un evento con múltiples boletos y reintentar el job.,Cancelar un evento con múltiples boletos y reintentar el job.,Cada boleto recibe un único reembolso completo y el historial se conserva.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-EVT-019,TST-EVT-019,P0,draw-events,Cancelar antes/después de RESULTADO_FIJADO,DrawEventCancellationPolicy,"draw_events.status, draw_results UQ y guardia temporal",API-E2E + PG,apps/api/test/postgres/rules/evt/lot-evt-019.pg-spec.ts,"[LOT-EVT-019] Cerrar ventas sin generar resultado, cancelar y luego intentar cancelar después de fijar resultado.","Cerrar ventas sin generar resultado, cancelar y luego intentar cancelar después de fijar resultado.",La primera cancelación puede completarse con reembolsos; la segunda se rechaza.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-EVT-020,TST-EVT-020,P0,state-history,Ejecutar transiciones de evento/compra,StateTransitionRecorder,"draw_event_status_history, ticket_status_history y demás historiales con actor/correlation",PG-INTEGRATION,apps/api/test/postgres/rules/evt/lot-evt-020.pg-spec.ts,[LOT-EVT-020] Completar ciclo publicación→venta→cierre→resultado.,Completar ciclo publicación→venta→cierre→resultado.,Existe una secuencia histórica completa y ordenada.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-001,TST-PRZ-001,P0,evaluations,Job: EvaluateTickets con coincidencia exacta,TicketEvaluationService,"draw_results, tickets, ticket_evaluations y prize_awards UQ",WORKER-PG,apps/worker/test/rules/prz/lot-prz-001.e2e-spec.ts,[LOT-PRZ-001] Evaluar un evento con y sin combinación ganadora vendida.,Evaluar un evento con y sin combinación ganadora vendida.,Se identifica cero o un ganador mayor.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-002,TST-PRZ-002,P0,evaluations,Evaluar aciertos n-1,TicketEvaluationService,ticket_evaluations y prize_awards NEAR_MATCH_REFUND,UNIT-GAME + PG,packages/game-engine/src/__tests__/rules/lot-prz-002.spec.ts,"[LOT-PRZ-002] Evaluar boletos a distancia 1, 0 y 2.","Evaluar boletos a distancia 1, 0 y 2.",Solo distancia 1 recibe la devolución secundaria.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-003,TST-PRZ-003,P0,prize-engine,Calcular componentes de premio,PrizeCompositionService,event_financial_configs/projections y accumulation_transfers,UNIT-MONEY + PG,packages/money/src/__tests__/rules/lot-prz-003.spec.ts,[LOT-PRZ-003] Agregar ventas y acumulado a un evento.,Agregar ventas y acumulado a un evento.,La interfaz y el informe muestran componentes y total coherentes.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-004,TST-PRZ-004,P0,prize-engine / publication,Recomendar x5 y publicar con/sin cobertura,PrizeRecommendationService,event_financial_configs y guarantee_fund_reservations,UNIT-MONEY + API-E2E,packages/money/src/__tests__/rules/lot-prz-004.spec.ts,[LOT-PRZ-004] Configurar un premio inicial superior a la cobertura.,Configurar un premio inicial superior a la cobertura.,El semáforo es rojo y la publicación se bloquea.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-005,TST-PRZ-005,P0,prize-engine,Calcular 90/10 con techo,PrizeGrowthService,"event_financial_projections, fund_movements y ledger",UNIT-MONEY + PG,packages/money/src/__tests__/rules/lot-prz-005.spec.ts,"[LOT-PRZ-005] Simular ventas por debajo/encima del techo, mostrar crecimiento, cancelar antes del resultado y liquidar después del resultado.","Simular ventas por debajo/encima del techo, mostrar crecimiento, cancelar antes del resultado y liquidar después del resultado.",El crecimiento nunca es negativo ni excede el techo; una cancelación conserva fondos suficientes para devolver el 100 % y la liquidación posterior no duplica asignaciones.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-006,TST-PRZ-006,P0,prize-engine,Fronteras de redondeo a cuartos,PrizeRoundingService,"prize_awards(exact,public,adjustment) y ROUNDING_ADJUSTMENTS_VIRTUAL",UNIT-PROPERTY + PG,packages/money/src/__tests__/rules/lot-prz-006.spec.ts,[LOT-PRZ-006] Probar todos los límites y valores adyacentes.,Probar todos los límites y valores adyacentes.,Cada valor produce el cuarto correcto y conserva el exacto en auditoría.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-007,TST-PRZ-007,P0,funds,Dos eventos reservan la misma cobertura,GuaranteeReservationService,"guarantee_fund_reservations, ledger accounts y locks",PG-CONCURRENCY,apps/api/test/postgres/concurrency/lot-prz-007.pg-spec.ts,[LOT-PRZ-007] Publicar simultáneamente dos eventos que exceden el disponible conjunto.,Publicar simultáneamente dos eventos que exceden el disponible conjunto.,Solo se reservan eventos cubiertos; no hay doble uso del saldo.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-008,TST-PRZ-008,P0,funds,Job: fund-reconcile bajo mínimo,FundReconciliationJob,"guarantee_fund, reservations, ledger y bloqueo de publicación",WORKER-PG,apps/worker/test/rules/prz/lot-prz-008.e2e-spec.ts,[LOT-PRZ-008] Reducir el fondo por debajo del mínimo.,Reducir el fondo por debajo del mínimo.,No se publican nuevos eventos y se genera alerta.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-009,TST-PRZ-009,P0,settlement,Job: no-winner-distribution con meta,NoWinnerDistributionService,"accumulation_pools, guarantee/future funds, fund_movements y ledger 50/25/15/10",UNIT-MONEY + WORKER-PG,packages/money/src/__tests__/rules/lot-prz-009.spec.ts,[LOT-PRZ-009] Liquidar un evento elegible sin ganador.,Liquidar un evento elegible sin ganador.,La suma distribuida coincide con el total y cada fondo recibe su porcentaje.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-010,TST-PRZ-010,P0,settlement,Liquidar evento sin meta mínima,EventSettlementService,"awards, guarantee recovery, operations y ledger con orden de prelación",WORKER-PG,apps/worker/test/rules/prz/lot-prz-010.e2e-spec.ts,[LOT-PRZ-010] Liquidar evento de baja venta sin ganador.,Liquidar evento de baja venta sin ganador.,No se crea acumulado indebido y se respetan obligaciones prioritarias.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-011,TST-PRZ-011,P0,accumulations,Asignar al siguiente evento y cancelar receptor,AccumulationService,accumulation_pools/transfers y eventos del mismo producto,WORKER-PG,apps/worker/test/rules/prz/lot-prz-011.e2e-spec.ts,[LOT-PRZ-011] Asignar acumulado y cancelar el receptor.,Asignar acumulado y cancelar el receptor.,El monto retorna íntegro al pool y no se duplica.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-012,TST-PRZ-012,P0,draw-engine / security,Job: GenerateCommitment antes del cierre,DrawCommitmentService,"draw_commitments, encrypted_secret_seed, commitment_hash y key version",SECURITY-PG,apps/api/test/security/rules/lot-prz-012.e2e-spec.ts,[LOT-PRZ-012] Verificar commitment antes y después de revelar la semilla.,Verificar commitment antes y después de revelar la semilla.,Coincide al revelar y no permite conocer el resultado anticipadamente.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-013,TST-PRZ-013,P0,draw-engine,Job: FreezeOfficialDraw,DrawSnapshotService,draw_snapshots y draw_snapshot_tickets con hash determinista,WORKER-PG,apps/worker/test/rules/prz/lot-prz-013.e2e-spec.ts,[LOT-PRZ-013] Recalcular el hash con el mismo conjunto y con un boleto alterado.,Recalcular el hash con el mismo conjunto y con un boleto alterado.,El mismo conjunto produce el mismo hash; la alteración produce otro.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-014,TST-PRZ-014,P0,draw-engine,Dos Jobs GenerateOfficialResult,OfficialDrawEngine,"draw_results UQ(draw_event_id), draw_result_numbers e inmutabilidad",PG-CONCURRENCY + WORKER,apps/worker/test/rules/prz/lot-prz-014.e2e-spec.ts,[LOT-PRZ-014] Ejecutar draw-generate varias veces y en paralelo.,Ejecutar draw-generate varias veces y en paralelo.,Existe un único resultado válido e idéntico para todos los reintentos.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-015,TST-PRZ-015,P1,results / presentation,Recargar/saltar animación en dos dispositivos,ResultPresentationService,solo lectura de draw_results; no inserta otro resultado,API-E2E,apps/api/test/rules/prz/lot-prz-015.e2e-spec.ts,"[LOT-PRZ-015] Reproducir, omitir y recargar la animación.","Reproducir, omitir y recargar la animación.",Siempre se muestran los mismos valores oficiales.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-016,TST-PRZ-016,P0,awards,Jobs concurrentes report-publish/award-credit,AwardCreditService,"result_reports, award_payment_orders UQ, ledger y estado de ticket",PG-CONCURRENCY + WORKER,apps/worker/test/rules/prz/lot-prz-016.e2e-spec.ts,"[LOT-PRZ-016] Publicar informe, interrumpir proceso y reintentar.","Publicar informe, interrumpir proceso y reintentar.",Cada premio se acredita exactamente una vez.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-017,TST-PRZ-017,P0,wallets / awards,Ledger de premio existente y proyección dañada,AwardProjectionRepairService,"award_payment_orders, ledger y wallet_balance_projections",WORKER-PG,apps/worker/test/rules/prz/lot-prz-017.e2e-spec.ts,[LOT-PRZ-017] Simular fallo entre libro y proyección.,Simular fallo entre libro y proyección.,El saldo visible se corrige sin nueva transacción económica.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-PRZ-018,TST-PRZ-018,P0,reports,Query: PublicResultReport,ResultReportService,result_reports.public_payload allowlist y stored_objects; sin PII,SECURITY-E2E + PG,apps/api/test/security/rules/lot-prz-018.e2e-spec.ts,[LOT-PRZ-018] Generar informe con ganador real y revisar JSON/HTML/PDF.,Generar informe con ganador real y revisar JSON/HTML/PDF.,No aparece ningún dato personal y los hashes son verificables.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-001,TST-ORG-001,P0,user-draws,Command: CreateUserDraw,UserDrawCreationService,user_draws.organizer_user_id; roles globales sin ORGANIZADOR,API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-001.pg-spec.ts,[LOT-ORG-001] Crear sorteo con cuenta activa y suspendida.,Crear sorteo con cuenta activa y suspendida.,La activa puede crear; la suspendida no.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-002,TST-ORG-002,P0,user-draws / access,"List/Read público, privado y con acceso",UserDrawAccessPolicy,"user_draws.visibility, access_codes e invitations",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-002.pg-spec.ts,[LOT-ORG-002] Consultar ambos sin credenciales/código.,Consultar ambos sin credenciales/código.,El público aparece; el privado no revela datos protegidos.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-003,TST-ORG-003,P0,user-draws,Create/Publish con configuración válida/inválida,UserDrawCreationService,"user_draws, prize evidence y checks de rango/precio/fechas",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-003.pg-spec.ts,[LOT-ORG-003] Crear sorteo sin un dato obligatorio y crear otro válido sin anuncios.,Crear sorteo sin un dato obligatorio y crear otro válido sin anuncios.,La creación incompleta se rechaza; el sorteo válido se crea sin exigir anuncios.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-004,TST-ORG-004,P0,user-draws / numbers,Command: ExpandUserDrawRange concurrente,UserDrawRangeService,"user_draw_numbers UNIQUE(draw,number) y no mutación de existentes",PG-CONCURRENCY,apps/api/test/postgres/concurrency/lot-org-004.pg-spec.ts,[LOT-ORG-004] Ampliar rango con participantes existentes y tratar de reutilizar un número ocupado.,Ampliar rango con participantes existentes y tratar de reutilizar un número ocupado.,La expansión añade solo nuevos números; el ocupado permanece intacto.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-006,TST-ORG-006,P0,user-draw-finance,Command: BuyParticipation,UserDrawParticipationPaymentService,"user_draw_participations, user_draw_escrows, commission-held/escrow accounts y ledger 5/95",UNIT-MONEY + PG,packages/money/src/__tests__/rules/lot-org-006.spec.ts,"[LOT-ORG-006] Confirmar una participación de 100,00 VIRTUAL y luego cancelar antes de la liquidación.","Confirmar una participación de 100,00 VIRTUAL y luego cancelar antes de la liquidación.","Se registran 5,00 retenidos y 95,00 en custodia; al cancelar, ambos componentes se revierten una sola vez y el pagador recupera 100,00.",DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-007,TST-ORG-007,P0,user-draws / announcements,Query/CreateAnnouncement con distintos sujetos,UserDrawAnnouncementPolicy,user_draw_announcements y relación participant/organizer/admin,API-E2E,apps/api/test/rules/org/lot-org-007.e2e-spec.ts,[LOT-ORG-007] Consultar anuncios como usuario externo.,Consultar anuncios como usuario externo.,La API no devuelve el contenido.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-008,TST-ORG-008,P0,user-draws / cancellation,Command/Job: CancelUserDraw,UserDrawCancellationService,"user_draws, participations, escrow/commission, refunds y ledger",WORKER-PG + API-E2E,apps/worker/test/rules/org/lot-org-008.e2e-spec.ts,[LOT-ORG-008] Cancelar con varias participaciones y reintentar el job.,Cancelar con varias participaciones y reintentar el job.,Cada participante recibe un único reembolso total; escrow y comisión quedan revertidos o compensados de forma balanceada.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-009,TST-ORG-009,P0,user-draws / retention,Intentar DELETE de recursos con historia,UserDrawRetentionPolicy,"FK RESTRICT/soft status en draws, participations, numbers, codes, claims y ledger",PG-INTEGRATION,apps/api/test/postgres/rules/org/lot-org-009.pg-spec.ts,[LOT-ORG-009] Intentar borrar un sorteo con participantes.,Intentar borrar un sorteo con participantes.,La eliminación se rechaza; solo puede cambiar a estado histórico permitido.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-010,TST-ORG-010,P0,user-draws / codes,Command: IssueAccessCode sin cuenta destinataria,AccessCodeIssueService,user_draw_access_codes permite claimed_by_user_id NULL; secret_hash,API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-010.pg-spec.ts,[LOT-ORG-010] Crear código sin usuario destinatario y reclamarlo luego de registrarse.,Crear código sin usuario destinatario y reclamarlo luego de registrarse.,El código se crea y posteriormente queda asociado al reclamante válido.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-011,TST-ORG-011,P0,user-draws / codes,Emitir código para uno y varios números,AccessCodeIssueService,user_draw_access_codes.price_total_minor + user_draw_access_code_numbers + locks de numbers,PG-INTEGRATION,apps/api/test/postgres/rules/org/lot-org-011.pg-spec.ts,"[LOT-ORG-011] Crear código sin sorteo/precio, con números repetidos o interpretar el precio total como precio por cada número.","Crear código sin sorteo/precio, con números repetidos o interpretar el precio total como precio por cada número.",La operación inválida se rechaza y el código conserva un único importe económico para todo su grupo.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-012,TST-ORG-012,P0,user-draws / codes,Reclamar código con comentario de otra persona,AccessCodeClaimService,optional_comment no crea FK/identidad reservada,API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-012.pg-spec.ts,[LOT-ORG-012] Emitir “para Juan” y reclamar con otra cuenta válida.,Emitir “para Juan” y reclamar con otra cuenta válida.,"La reclamación depende del código y sus reglas, no del texto del comentario.",DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-013,TST-ORG-013,P0,user-draws / codes,Dos cuentas reclaman el mismo código,AccessCodeClaimService,"lock/estado RECLAMADO, unique claim y transacción",PG-CONCURRENCY,apps/api/test/postgres/concurrency/lot-org-013.pg-spec.ts,[LOT-ORG-013] Dos cuentas reclaman simultáneamente el mismo código.,Dos cuentas reclaman simultáneamente el mismo código.,Solo una queda asociada; la otra recibe código ya utilizado.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-014,TST-ORG-014,P0,user-draws / codes,Claim de código grupal,AccessCodeClaimService,"participations, user_draw_participation_numbers, code events y audit_events",PG-INTEGRATION,apps/api/test/postgres/rules/org/lot-org-014.pg-spec.ts,"[LOT-ORG-014] Reclamar códigos de uno y varios números, pagados y pendientes; repetir la reclamación y revisar ledger/snapshot.","Reclamar códigos de uno y varios números, pagados y pendientes; repetir la reclamación y revisar ledger/snapshot.",No hay doble cobro ni multiplicación del precio; cada número activo genera una entrada elegible separada en el snapshot.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-015,TST-ORG-015,P0,user-draws / codes,"Reutilización, uso tardío y dos expiraciones",AccessCodeExpiryJob,"codes/status/expires_at, code_numbers y liberación idempotente",PG-CONCURRENCY + WORKER,apps/worker/test/rules/org/lot-org-015.e2e-spec.ts,"[LOT-ORG-015] Reutilizar un código, reclamarlo después de expirar y ejecutar dos expiraciones concurrentes.","Reutilizar un código, reclamarlo después de expirar y ejecutar dos expiraciones concurrentes.",La reutilización y el uso tardío se rechazan; los números se liberan una sola vez.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-016,TST-ORG-016,P0,user-draws / timeline,Query: OrganizerTimeline tras todos los movimientos,UserDrawTimelineService,"event tables de codes, participations, number changes, claims, escrow y audit",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-016.pg-spec.ts,[LOT-ORG-016] Ejecutar cada movimiento y consultar historial.,Ejecutar cada movimiento y consultar historial.,"Todos aparecen en orden con actor, fecha y referencia.",DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-017,TST-ORG-017,P0,user-draws / participations,ChangeNumber/BuyAdditional en fronteras,ParticipationNumberService,"user_draw_participation_numbers, user_draw_number_changes y user_draw_numbers",PG-CONCURRENCY + API-E2E,apps/api/test/postgres/concurrency/lot-org-017.pg-spec.ts,"[LOT-ORG-017] Cambiar después del cierre, cambiar a número ocupado, cambiar un número dentro de una participación grupal y comprar adicional un segundo antes/después del cierre.","Cambiar después del cierre, cambiar a número ocupado, cambiar un número dentro de una participación grupal y comprar adicional un segundo antes/después del cierre.",Solo operaciones anteriores al cierre y con números disponibles se confirman; todo cambio conserva asignación anterior y nueva sin alterar el precio total histórico.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-018,TST-ORG-018,P0,user-draws / moderation,Command: ExpelParticipant antes/después del cierre,ParticipantExpulsionService,"participations, numbers, refunds, escrow/commission events y audit",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-018.pg-spec.ts,[LOT-ORG-018] Expulsar antes y después del cierre a un participante pagado.,Expulsar antes y después del cierre a un participante pagado.,Antes del cierre se reembolsa y libera una sola vez; después del cierre la acción directa se rechaza.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-019,TST-ORG-019,P0,user-draws / participations,Command: AbandonParticipation por estado de pago,ParticipationAbandonmentService,"payment/relation/eligibility status, assignments y history",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-019.pg-spec.ts,"[LOT-ORG-019] Abandonar una participación pendiente, una pagada y otra después del cierre.","Abandonar una participación pendiente, una pagada y otra después del cierre.",La pendiente libera el número; la pagada conserva número y elegibilidad sin reembolso; la posterior al cierre se rechaza.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-020,TST-ORG-020,P0,user-draws / claims,Create/ResolveClaim en plazo y por actor,UserDrawClaimService,"user_draw_claims/evidence, permissions y fechas límite",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-020.pg-spec.ts,[LOT-ORG-020] Crear reclamo dentro y fuera del plazo y tratar de resolverlo como Organizador.,Crear reclamo dentro y fuera del plazo y tratar de resolverlo como Organizador.,El reclamo oportuno se admite; el tardío se rechaza salvo reapertura administrativa motivada; el Organizador no puede resolver.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-021,TST-ORG-021,P0,user-draws / claims,Resolve/Appeal/CloseClaim,ClaimWorkflowService,"claim_status, user_draw_claim_events, decisión inmutable y compensación enlazada",PG-INTEGRATION + API-E2E,apps/api/test/postgres/rules/org/lot-org-021.pg-spec.ts,"[LOT-ORG-021] Resolver, apelar dentro/fuera de plazo y consultar el historial completo.","Resolver, apelar dentro/fuera de plazo y consultar el historial completo.",Solo transiciones y apelaciones válidas se aceptan; nunca se pierde ni reescribe el historial original.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-022,TST-ORG-022,P0,user-draws / result,Dos jobs GenerateUserDrawResult + participación grupal,UserDrawResultJob,"user_draw_snapshots/entries, participation_numbers y user_draw_results UQ",PG-CONCURRENCY + WORKER,apps/worker/test/rules/org/lot-org-022.e2e-spec.ts,"[LOT-ORG-022] Reintentar la generación, usar una participación con varios números, alterar el conjunto después del cierre y verificar hashes/alcance de la evidencia.","Reintentar la generación, usar una participación con varios números, alterar el conjunto después del cierre y verificar hashes/alcance de la evidencia.",Existe un único número ganador perteneciente al snapshot; cada número elegible tiene una entrada; los reintentos devuelven el mismo resultado y cualquier alteración del conjunto/resultado se detecta sin confundirlo con commit-reveal oficial.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-023,TST-ORG-023,P0,user-draws / delivery,Publish sin evidencia; confirmar/incumplir entrega,UserDrawDeliveryService,"prize_evidence, delivery_records, claims y escrow hold",API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-023.pg-spec.ts,"[LOT-ORG-023] Publicar sin evidencia, confirmar entrega y simular incumplimiento con reclamo aceptado.","Publicar sin evidencia, confirmar entrega y simular incumplimiento con reclamo aceptado.",Sin evidencia no se publica; la entrega queda trazada; el incumplimiento impide liquidar y habilita compensación.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-024,TST-ORG-024,P0,user-draws / immutability,UpdateUserDraw tras first_payment_at,UserDrawMutationPolicy,user_draws.first_payment_at y lista blanca; numbers previos inmutables,API-E2E + PG,apps/api/test/postgres/rules/org/lot-org-024.pg-spec.ts,"[LOT-ORG-024] Intentar cambiar precio, premio, visibilidad, cierre y luego publicar un anuncio/ampliar rango.","Intentar cambiar precio, premio, visibilidad, cierre y luego publicar un anuncio/ampliar rango.",Los cambios económicos o estructurales se rechazan; anuncio y ampliación válida pueden confirmarse.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-025,TST-ORG-025,P0,user-draws / escrow,ReleaseEscrow concurrente + compensación posterior,UserDrawEscrowSettlementService,"user_draw_escrows/events, ledger accounts, terminal LIBERADA y cuenta de compensación",PG-CONCURRENCY + WORKER,apps/worker/test/rules/org/lot-org-025.e2e-spec.ts,"[LOT-ORG-025] Intentar retirar antes de entrega, liberar tras confirmación, repetir la orden y ordenar una compensación después de `LIBERADA`.","Intentar retirar antes de entrega, liberar tras confirmación, repetir la orden y ordenar una compensación después de `LIBERADA`.",El retiro anticipado se rechaza; la liquidación ocurre una sola vez; una compensación posterior no modifica el escrow liquidado y acredita al afectado mediante operación separada y balanceada.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-ORG-026,TST-ORG-026,P1,identity / excluded-feature,Intentar iniciar verificación automática de cédula,IdentityFeaturePolicy,ausencia de tablas/campos de imagen/validación de cédula; feature flag deshabilitada,SCHEMA + API-E2E,scripts/tests/rules/lot-org-026.spec.mjs,[LOT-ORG-026] Intentar activar el flujo de cédula en MVP.,Intentar activar el flujo de cédula en MVP.,El flujo no está disponible y no se recopilan datos adicionales de identidad.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-001,TST-AUD-001,P0,audit,Operaciones críticas y búsqueda por correlation_id,AuditService,"audit_events con actor, mode, resource, reason, correlation_id y occurred_at",API-E2E + PG,apps/api/test/postgres/rules/aud/lot-aud-001.pg-spec.ts,[LOT-AUD-001] Ejecutar operaciones críticas y buscar auditoría por correlation_id.,Ejecutar operaciones críticas y buscar auditoría por correlation_id.,Cada operación posee un evento correlacionado suficiente para reconstrucción.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-002,TST-AUD-002,P0,audit / security,Petición fallida con secretos,AuditSanitizer,allowlist de audit_events/security_events y logs; no secretos,SECURITY-E2E,apps/api/test/security/rules/lot-aud-002.e2e-spec.ts,[LOT-AUD-002] Enviar secretos en una petición fallida y revisar logs.,Enviar secretos en una petición fallida y revisar logs.,Los secretos no aparecen; los metadatos necesarios sí.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-003,TST-AUD-003,P0,admin,Comando administrativo sin reason,AdministrativeCommandGuard,reason NOT NULL/no vacío cuando aplica + audit_events,API-E2E + PG,apps/api/test/postgres/rules/aud/lot-aud-003.pg-spec.ts,[LOT-AUD-003] Ejecutar acción administrativa sin motivo.,Ejecutar acción administrativa sin motivo.,La API rechaza la acción.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-004,TST-AUD-004,P0,worker / jobs,Reiniciar worker durante job crítico,PersistentJobRunner,"scheduled_jobs, job_runs, outbox/inbox e idempotencia del efecto",WORKER-PG + RESILIENCIA,apps/worker/test/rules/aud/lot-aud-004.e2e-spec.ts,[LOT-AUD-004] Reiniciar worker durante un job.,Reiniciar worker durante un job.,El job continúa o reintenta sin duplicar efectos.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-005,TST-AUD-005,P0,concurrency,Eliminar lock Redis durante compra,PostgresConcurrencyGuard,"UNIQUE, row locks y transacciones PostgreSQL sobre recurso crítico",PG-CONCURRENCY,apps/api/test/postgres/concurrency/lot-aud-005.pg-spec.ts,[LOT-AUD-005] Eliminar lock Redis durante compras simultáneas.,Eliminar lock Redis durante compras simultáneas.,La base sigue impidiendo doble venta o doble pago.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-006,TST-AUD-006,P0,security / rate-limit,"Ráfagas en login, code claim, purchase y conversion",RateLimitService,security_events; ninguna fila de negocio duplicada,SECURITY-E2E,apps/api/test/security/rules/lot-aud-006.e2e-spec.ts,[LOT-AUD-006] Enviar ráfagas sobre login y claim de código.,Enviar ráfagas sobre login y claim de código.,Las solicitudes abusivas se limitan sin ejecutar efectos múltiples.,DISEÑADA,PENDIENTE_IMPLEMENTACION
LOT-AUD-007,TST-AUD-007,P0,migrations / CI,Alterar migración aplicada,MigrationIntegrityCheck,prisma/migrations checksums + estrategia forward/compensatoria,CI-MIGRATION,scripts/tests/rules/lot-aud-007.spec.mjs,[LOT-AUD-007] Modificar una migración aplicada y ejecutar CI.,Modificar una migración aplicada y ejecutar CI.,La revisión/CI lo detecta y exige una nueva migración.,DISEÑADA,PENDIENTE_IMPLEMENTACION
